,0
0,3
1,6
2,11
3,6
4,8
5,13
6,22
7,21
8,46
9,91
10,118
11,249
12,393
13,665
14,990
15,1051
16,1572
17,2422
18,3467
19,4893
20,6574
21,9590
22,13554
23,18781
24,23646
25,27385
26,30148
27,31329
28,34134
29,35759
30,35870
31,36839
32,34720
33,30608
34,27341
35,25071
36,22794
37,19938
38,17140
39,14794
40,12643
41,10298
42,8499
43,7149
44,5789
45,4965
46,4231
47,3343
48,2821
49,2289
50,1837
51,1503
52,1228
53,996
54,868
55,699
56,578
57,471
58,344
59,286
60,283
61,218
62,150
63,129
64,115
65,77
66,89
67,51
68,59
69,46
70,43
71,34
72,35
73,31
74,21
75,14
76,7
77,5
78,4
79,2
80,2
81,0
82,4
83,4
84,3
85,0
86,1
87,0
88,0
89,0
90,3
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
